VILLENEUVE-LES-AVIGNON-SR;2;280;30400
AUCH-CH;1;150;32000
SAINT-JEAN-D'ANGELY-CH;1;150;17400
BARENTIN-PL;1;130;76360
.-SR;2;1018.2;00000
TRETS-VT;1;477.63;13530
BLANQUEFORT-SR;3;450;33290
FONTAINES-SUR-SAÔNE-VT;1;458.13;69270
MONT-DE-MARSAN-EL;3;390;40000
ALBI-VT;3;1459.13;81000
56700-PL;1;130;56700
AYTRE-SR;3;475;17440
TOULOUSE-CH;2;280;31200
UZES-PL;2;375;30700
GUÉRANDE-SR;1;280;44350
LEVES-SR;1;506.25;28300
LE CANNET-PL;2;305;06110
METZ-SR;6;1934.46;57000
METZ-CH;2;300;57000
ARDENTES-PL;1;0;36120
SETE-SR;7;2488.63;34200
AVON-PL;1;150;77210
LILLE-EL;8;905;59800
CARQUEFOU-PL;3;640;44470
YFFINIAC-SR;1;150;22120
ORVAULT-EL;1;110;44700
TOULON-PL;14;2256.6;83200
PUYMOYEN-PL;1;436.25;16400
PERIGUEUX-CH;1;250;24000
TAVERNY-EL;1;150;95150
CHAMPS-SUR-MARNE-SR;1;0;77420
CAISSARGUES-PL;1;150;30132
AVIGNON-VT;9;3951.1899999999996;84000
AUDUN-LE-TICHE-PL;3;1041.25;57390
VILLENAVE-D'ORNON-EL;3;365;33140
NOUAN-LE-FUZELIER-PL;1;130;41600
VALENTIGNEY-EL;1;110;25700
LE POINCONNET-SR;1;130;36330
FLORANGE-CH;1;240;57190
OTHIS-VT;1;655;77280
ANGERS-VT;4;1734.52;49100
SAINT-BUGAN-EL;1;130;22600
PARIS-CH;13;2877.25;75017
ANNECY-EL;7;890;74000
PUISEUX-PONTOISE-SR;1;380;95650
FOUESNANT-SR;1;446.25;29170
FAMECK-VT;1;502.13;57290
NŒUX-LES-MINES-VT;2;871.39;62290
RENNES-EL;4;600;35000
INGERSHEIM-SR;1;150;68040
SAINT-MARTIN-L'ARS-PL;1;260;86350
ENTRAIGUES-SR;1;215;38740
CENON-SR;6;1016.25;33150
SAINT-MARTIN-DES-CHAMPS-CH;1;130;29600
BETTANGE-PL;1;130;57220
ROSNY-SOUS-BOIS-VT;3;1014.26;93110
ARQUES-PL;2;280;62510
CLERMONT-FERRAND-SR;4;786.25;63100
BILLERE-PL;3;430;64140
CUCQ-PL;2;140;62780
MAZAMET-PL;1;150;81200
VILLENEUVE-D'ASCQ-SR;2;776.25;59491
REIMS-VT;1;502.13;51100
VERDUN-PL;1;502.4;55100
ANNECY-SR;6;1016.25;74000
FRESSENNEVILLE-CH;1;180;80390
SAINT-CLOUD-PL;2;150;92210
NANTERRE-SR;2;0;92000
MAROMME-PL;1;180;76150
DEAUVILLE-PL;2;280;14800
ELBEUF-PL;4;1254.45;76500
SAINT-JUST-D'ARDECHE-PL;1;195;07700
AUBIN-PL;1;130;12110
AUBERGENVILLE-SR;1;120;78410
MONTREAL-LA-CLUSE-SR;1;150;01460
PLEURTUIT-PL;2;376.25;35730
GAP-VT;1;702.13;05000
ANNECY-VT;3;2481.25;74000
DOURDAN-PL;1;150;91410
VER-SUR-MER-PL;1;206.25;14114
GUERANDE-PL;1;130;44350
PEAUGRES-PL;1;150;07340
COLLEGIEN-EL;2;0;77090
LUNEL-VT;4;1525.9;34400
CLÉREY-PL;1;150;10390
ANTONY-EL;3;325;92160
LE COTEAU-SR;1;130;42120
AUBIERE-PL;1;180;63170
GEX-PL;6;955;01170
BAGNEUX-CH;2;300;92220
NICE-CH;3;365;06100
SAINT-JORIOZ-PL;3;475;74410
ORSCHWIHR-PL;1;130;68500
PROVENCE-ALPES-CÔTE D'AZUR-VT;2;1279.26;13000
PIERREFITTE-SUR-SEINE-CH;1;180;93380
SAINT-AVE-PL;2;280;56890
MEYLAN-PL;4;640;38240
SAINT-ANTONIN-NOBLE-VAL-SR;2;406.25;82140
EYSINES-SR;5;1160;33320
DINARD-SR;2;300;35800
RIS-ORANGIS-SR;2;260;91130
FREJUS-EL;1;130;83600
CUSSAC-FORT-MÉDOC-VT;1;592.13;33460
CANTELEU-SR;1;269.1;76380
LISSIEU-EL;2;560;69380
 UFFHOLTZ-SR;1;130;68700
GAGNY-PL;1;130;93220
ISSY-LES-MOULINEAUX-PL;4;430;92130
BEZIERS-SR;6;840;34500
CHENEDOLLE-PL;1;226.25;14410
LA GAUDE-PL;1;50;06610
SAINT-VALLIER-PL;1;150;71230
