TRESSES;1;110;33370
SAUMUR;4;702.13;49400
MOLLANS-SUR-OUVEZE;1;246.25;26170
CORMONTREUIL;3;543.1;51350
CLISSON;4;918.38;44190
CHELLES;2;330;77500
HAZEBROUCK;2;310;59190
TREBES;1;130;11800
SÉNAS;1;387.13;13560
LE RELECQ-KERHUON;1;90;29480
SAINT-PIERRE-DU-MONT;2;280;40280
THOUARE-SUR-LOIRE;2;280;44470
ECHIROLLES;6;1040;38130
AUDINCOURT;5;1433.88;25400
LE MUY;1;215;83490
ESCAUDAIN;2;396.25;59124
CHATEAUROUX;1;150;36000
WASQUEHAL;4;999.26;59290
LONGJUMEAU;2;270;91160
SAUCHY-LESTREE;1;150;62860
LE PLESSIS-TREVISE;4;580;94420
LA RAVOIRE;2;260;73490
QUEVERT;1;130;22100
POISSY;3;1687.05;78300
GOOS;1;150;40180
SANARY-SUR-MER;9;2267.45;83110
SAINT-OUEN;13;4548.780000000001;93400
VILLE-LA-GRAND;4;510;74100
VERTOU;3;602.2;44120
RAON-L'ETAPE;3;450;88110
ANET;2;150;28260
BAZEMONT;3;682.13;78580
NOYELLES-SUR-ESCAUT;1;246.25;59159
BRAY-DUNES;3;989.26;59123
PETIT-COURONNE;3;727.13;76650
BOHAIN-EN-VERMANDOIS;3;390;02110
VAL-D'OISE;1;326.25;95170
CHÂLETTE-SUR-LOING;1;427.13;45120
SAINT-GERMAIN-DU-CORBEIS;1;269.1;61000
ROYAN;4;699.1;17200
VANDOEUVRE-LES-NANCY;6;840;54500
BEAUGENCY;2;376.25;45190
VITROLLES;9;3207.7799999999997;13127
MONTAY;1;130;59360
NEUVE-CHAPELLE;1;150;62840
SANARY SUR MER;1;2716.13;83110
LAGORD;1;392.13;17140
CAPINGHEM;1;130;59160
SAINT-PRIX;2;280;95390
CONDÉ-SUR-SARTHE;1;297.13;61250
TARASCON;4;797.13;13150
SARAN;2;330;45770
LANTEFONTAINE;1;150;54150
LA MAILLERAYE-SUR-SEINE;2;130;76940
SAINT-MICHEL;1;316.25;16470
